基金代码,基金简称,类型,2023-05-09-单位净值,2023-05-09-累计净值,2023-05-08-单位净值,2023-05-08-累计净值,增长值,增长率,市价,折价率
512770,华夏战略新兴成指ETF行情,指数型-股票,1.4462,1.4462,1.4621,1.4621,-0.0159,-1.09%,1.4590,-0.89%
512800,华宝中证银行ETF行情,指数型-股票,1.1720,1.1720,1.1843,1.1843,-0.0123,-1.04%,1.1390,2.82%
512810,华宝中证军工ETF行情,指数型-股票,1.2266,1.2266,1.2495,1.2495,-0.0229,-1.83%,1.2150,0.95%
512820,汇添富中证银行ETF行情,指数型-股票,1.1874,1.1874,1.2000,1.2000,-0.0126,-1.05%,1.1500,3.15%
512870,南华中证杭州湾区ETF行情,指数型-股票,1.3815,1.3815,1.3988,1.3988,-0.0173,-1.24%,1.3870,-0.40%
512880,国泰中证全指证券公司ETF行情,指数型-股票,0.9843,0.9843,0.9730,0.9730,0.0113,1.16%,0.9550,2.98%
512890,华泰柏瑞中证低波动ETF行情,指数型-股票,0.9995,1.9990,1.0106,2.0212,-0.0111,-1.10%,0.9730,2.65%
512900,南方中证全指证券公司ETF行情,指数型-股票,0.9779,0.9779,0.9667,0.9667,0.0112,1.16%,0.9490,2.96%
512910,广发中证100ETF行情,指数型-股票,1.1500,1.1500,1.1617,1.1617,-0.0117,-1.01%,1.1480,0.17%
512930,平安人工智能ETF行情,指数型-股票,1.3208,1.4708,1.3269,1.4769,-0.0061,-0.46%,1.3140,0.51%
512950,华夏中证央企ETF行情,指数型-股票,1.3296,1.3296,1.3483,1.3483,-0.0187,-1.39%,1.3190,0.80%
512960,博时央企结构调整ETF行情,指数型-股票,1.2878,1.3266,1.3056,1.3444,-0.0178,-1.36%,1.2760,0.92%
512970,平安粤港澳大湾区ETF行情,指数型-股票,1.1313,1.1313,1.1426,1.1426,-0.0113,-0.99%,1.1320,-0.06%
512980,广发中证传媒ETF行情,指数型-股票,0.9568,0.9568,0.9840,0.9840,-0.0272,-2.76%,0.9460,1.13%
512990,华夏MSCIA股国际通ETF行情,指数型-股票,1.5661,1.5661,1.5778,1.5778,-0.0117,-0.74%,1.5550,0.71%
513000,易方达日经225ETF行情,QDII,1.1480,1.1480,1.1354,1.1354,0.0126,1.11%,1.1450,0.26%
513010,易方达恒生科技(QDII-ETF)行情,QDII,0.5060,0.5060,0.5207,0.5207,-0.0147,-2.82%,0.5100,-0.79%
513020,国泰中证港股通科技ETF行情,指数型-股票,0.7496,0.7496,0.7727,0.7727,-0.0231,-2.99%,0.7540,-0.59%
513030,华安德国(DAX)ETF(QDII)行情,QDII,---,---,1.2040,1.2040,---,---,1.2030,---
513050,易方达中概互联50ETF行情,QDII,---,---,0.9417,0.9417,---,---,0.9990,---
513060,博时恒生医疗保健(QDII-ETF)行情,QDII,0.5413,0.5413,0.5612,0.5612,-0.0199,-3.55%,0.5420,-0.13%
513070,易方达中证港股通消费主题ETF行情,指数型-股票,0.9504,0.9504,0.9742,0.9742,-0.0238,-2.44%,0.9510,-0.06%
513080,华安法国CAC40ETF(QDII)行情,QDII,---,---,1.4782,1.4782,---,---,1.4690,---
513090,易方达中证香港证券投资ETF行情,指数型-股票,1.2074,1.2074,1.1881,1.1881,0.0193,1.62%,1.1710,3.01%
513100,国泰纳斯达克100ETF行情,QDII,---,---,0.9340,4.6700,---,---,0.9300,---
513110,华泰柏瑞纳斯达克100ETF(QDII)行情,QDII,---,---,1.0718,1.0718,---,---,1.0660,---
513120,广发中证香港创新药ETF(QDII)行情,QDII,0.8977,0.8977,0.9315,0.9315,-0.0338,-3.63%,0.9050,-0.81%
513130,华泰柏瑞南方东英恒生科技(QDII-ETF)行情,QDII,0.4950,0.4950,0.5105,0.5105,-0.0155,-3.04%,0.4990,-0.81%
513140,华泰柏瑞中证香港300金融服务ETF(QDII)行情,QDII,1.0446,1.0446,1.0595,1.0595,-0.0149,-1.41%,1.0280,1.59%
513150,华泰柏瑞港股通科技ETF行情,指数型-股票,0.7666,0.7666,0.7906,0.7906,-0.0240,-3.04%,0.7720,-0.70%
513160,银华恒生港股通中国科技ETF行情,指数型-股票,0.7503,0.7503,0.7711,0.7711,-0.0208,-2.70%,0.7540,-0.49%
513180,华夏恒生科技ETF(QDII)行情,QDII,0.4973,0.4973,0.5118,0.5118,-0.0145,-2.83%,0.5020,-0.95%
513200,易方达中证港股通医药卫生综合ETF行情,指数型-股票,0.9423,0.9423,0.9748,0.9748,-0.0325,-3.33%,0.9440,-0.18%
513220,招商中证全球中国互联网ETF(QDII)行情,QDII,---,---,0.8611,0.8611,---,---,0.8400,---
513230,华夏中证港股通消费主题ETF行情,指数型-股票,0.7596,0.7596,0.7788,0.7788,-0.0192,-2.47%,0.7610,-0.18%
513260,汇添富恒生科技ETF(QDII)行情,QDII,0.9421,0.9421,0.9694,0.9694,-0.0273,-2.82%,0.9480,-0.63%
513280,汇添富恒生香港上市生物科技ETF(QDII)行情,QDII,0.8982,0.8982,0.9307,0.9307,-0.0325,-3.49%,0.9000,-0.20%
513290,汇添富纳斯达克生物科技ETF(QDII)行情,QDII,---,---,1.0696,1.0696,---,---,1.0690,---
513300,华夏纳斯达克100ETF(QDII)行情,QDII,---,---,1.1557,1.1557,---,---,1.1520,---
513310,华泰柏瑞中韩半导体ETF(QDII)行情,QDII,1.0803,1.0803,1.1012,1.1012,-0.0209,-1.90%,1.0670,1.23%
513320,易方达恒生港股通新经济ETF行情,指数型-股票,0.9372,0.9372,0.9631,0.9631,-0.0259,-2.69%,0.9400,-0.30%
513330,华夏恒生互联网科技业ETF(QDII)行情,QDII,0.3964,0.3964,0.4087,0.4087,-0.0123,-3.01%,0.4050,-2.17%
513360,博时全球中国教育(QDII-ETF)行情,QDII,---,---,0.5416,0.5416,---,---,0.5320,---
513380,广发恒生科技(QDII-ETF)行情,QDII,0.9111,0.9111,0.9377,0.9377,-0.0266,-2.84%,0.9200,-0.98%
513390,博时纳斯达克100ETF(QDII)行情,QDII,---,---,1.0228,1.0228,---,---,1.0160,---
513500,博时标普500ETF行情,QDII,---,---,1.3478,2.6956,---,---,1.3450,---
513520,华夏野村日经225ETF行情,QDII,1.1370,1.1370,1.1268,1.1268,0.0102,0.91%,1.1320,0.44%
513530,华泰柏瑞中证港股通高股息投资ETF(QDII)行情,QDII,1.1978,1.1978,1.2051,1.2051,-0.0073,-0.61%,1.1860,0.99%
513550,华泰柏瑞中证港股通50ETF行情,指数型-股票,0.8020,0.8020,0.8183,0.8183,-0.0163,-1.99%,0.8000,0.25%
513560,兴银中证港股通科技ETF行情,指数型-股票,0.8888,0.8888,0.9160,0.9160,-0.0272,-2.97%,0.8950,-0.70%
513580,华安恒生科技(QDII-ETF)行情,QDII,0.5001,0.5001,0.5147,0.5147,-0.0146,-2.84%,0.5010,-0.18%
513590,鹏华中证港股通消费主题ETF行情,指数型-股票,0.6887,0.6887,0.7051,0.7051,-0.0164,-2.33%,0.6910,-0.33%
513600,南方恒指ETF行情,QDII,2.1294,1.1044,2.1717,1.1263,-0.0423,-1.95%,2.1210,0.39%
513650,南方标普500ETF(QDII)行情,QDII,---,---,1.0349,1.0349,---,---,1.0300,---
513660,华夏沪港通恒生ETF行情,指数型-股票,2.1961,1.1402,2.2385,1.1622,-0.0424,-1.89%,2.1920,0.19%
513690,博时恒生高股息ETF行情,指数型-股票,0.8043,0.8143,0.8105,0.8205,-0.0062,-0.76%,0.7980,0.78%
513700,鹏华中证港股通医药卫生综合交易ETF行情,指数型-股票,0.5704,0.5704,0.5896,0.5896,-0.0192,-3.26%,0.5690,0.25%
513770,华宝中证港股通互联网ETF行情,指数型-股票,0.7552,0.7552,0.7765,0.7765,-0.0213,-2.74%,0.7570,-0.24%
513800,南方顶峰TOPIX-ETF行情,QDII,1.1565,1.1565,1.1395,1.1395,0.0170,1.49%,1.1470,0.82%
513860,海富通中证港股通科技ETF行情,指数型-股票,0.4833,0.4833,0.4982,0.4982,-0.0149,-2.99%,0.4880,-0.97%
513880,华安日经225ETF行情,QDII,1.0951,1.0951,1.0832,1.0832,0.0119,1.10%,1.0900,0.47%
513890,摩根恒生科技ETF(QDII)行情,QDII,0.7286,0.7286,0.7490,0.7490,-0.0204,-2.72%,0.7340,-0.74%
513900,华安CES港股通ETF行情,指数型-股票,0.8266,0.8266,0.8433,0.8433,-0.0167,-1.98%,0.8290,-0.29%
513950,富国恒生港股通高股息低波动ETF(QDII)行情,QDII,1.0681,1.0681,1.0793,1.0793,-0.0112,-1.04%,1.0500,1.69%
513960,博时中证港股通消费主题ETF行情,指数型-股票,1.1159,1.1159,1.1437,1.1437,-0.0278,-2.43%,1.1170,-0.10%
513970,景顺长城恒生消费ETF(QDII)行情,QDII,0.9351,0.9351,0.9571,0.9571,-0.0220,-2.30%,0.9280,0.76%
513980,景顺长城中证港股通科技ETF行情,指数型-股票,0.4844,0.4844,0.4999,0.4999,-0.0155,-3.10%,0.4890,-0.95%
513990,招商上证港股通ETF行情,指数型-股票,0.8394,0.8394,0.8570,0.8570,-0.0176,-2.05%,0.8380,0.17%
515000,华宝中证科技龙头ETF行情,指数型-股票,1.2637,1.2637,1.2669,1.2669,-0.0032,-0.25%,1.2560,0.61%
515010,华夏中证全指证券公司ETF行情,指数型-股票,1.1198,1.1198,1.1070,1.1070,0.0128,1.16%,1.0850,3.11%
515020,华夏中证银行ETF行情,指数型-股票,1.2255,1.2255,1.2385,1.2385,-0.0130,-1.05%,1.1860,3.22%
515030,华夏中证新能源汽车ETF行情,指数型-股票,1.4962,1.4962,1.5237,1.5237,-0.0275,-1.80%,1.5420,-3.06%
515050,华夏中证5G通信主题ETF行情,指数型-股票,0.9024,0.9024,0.9061,0.9061,-0.0037,-0.41%,0.8940,0.93%
515060,华夏中证全指房地产ETF行情,指数型-股票,0.8686,0.8686,0.8680,0.8680,0.0006,0.07%,0.8580,1.22%
515070,华夏中证人工智能主题ETF行情,指数型-股票,1.1155,1.1155,1.1207,1.1207,-0.0052,-0.46%,1.1080,0.67%
515080,招商中证红利ETF行情,指数型-股票,1.5831,1.7631,1.5956,1.7756,-0.0125,-0.78%,1.5510,2.03%
515090,博时可持续发展100ETF行情,指数型-股票,1.1841,1.1841,1.1953,1.1953,-0.0112,-0.94%,1.1780,0.52%
515100,景顺长城红利低波动100ETF行情,指数型-股票,1.8410,1.8410,1.8557,1.8557,-0.0147,-0.79%,1.8010,2.17%
515110,易方达中证国企一带一路ETF行情,指数型-股票,1.3109,1.3109,1.3236,1.3236,-0.0127,-0.96%,1.2970,1.06%
515120,广发中证创新药产业ETF行情,指数型-股票,0.6543,0.6543,0.6671,0.6671,-0.0128,-1.92%,0.6570,-0.41%
515130,博时沪深300ETF行情,指数型-股票,1.2136,1.2136,1.2240,1.2240,-0.0104,-0.85%,1.2030,0.87%
515150,富国中证国企一带一路ETF行情,指数型-股票,1.2698,1.2698,1.2822,1.2822,-0.0124,-0.97%,1.2570,1.01%
515160,招商MSCI中国A股国际通ETF行情,指数型-股票,1.2642,1.2642,1.2738,1.2738,-0.0096,-0.75%,1.2540,0.81%
515170,华夏中证细分食品饮料主题ETF行情,指数型-股票,0.7272,0.7272,0.7267,0.7267,0.0005,0.07%,0.7220,0.72%
515180,易方达中证红利ETF行情,指数型-股票,1.3889,1.5349,1.3998,1.5458,-0.0109,-0.78%,1.3610,2.01%
515190,中银证券中证500ETF行情,指数型-股票,1.2438,1.2438,1.2570,1.2570,-0.0132,-1.05%,1.2270,1.35%
515200,申万菱信中证研发创新100ETF行情,指数型-股票,1.7312,1.7312,1.7585,1.7585,-0.0273,-1.55%,1.7260,0.30%
515210,国泰中证钢铁ETF行情,指数型-股票,1.3275,1.4075,1.3247,1.4047,0.0028,0.21%,1.3220,0.41%
515220,国泰中证煤炭ETF行情,指数型-股票,2.2360,2.3560,2.2369,2.3569,-0.0009,-0.04%,2.2170,0.85%
515230,国泰中证全指软件ETF行情,指数型-股票,1.0138,1.0138,1.0183,1.0183,-0.0045,-0.44%,1.0100,0.37%
515250,富国中证智能汽车主题ETF行情,指数型-股票,0.8081,0.8081,0.8119,0.8119,-0.0038,-0.47%,0.8230,-1.84%
515260,华宝中证电子50ETF行情,指数型-股票,0.7304,0.7304,0.7342,0.7342,-0.0038,-0.52%,0.7250,0.74%
515280,富国中证银行ETF行情,指数型-股票,1.2079,1.2079,1.2206,1.2206,-0.0127,-1.04%,1.1710,3.05%
515290,天弘中证银行ETF行情,指数型-股票,1.0416,1.0416,1.0527,1.0527,-0.0111,-1.05%,1.0100,3.03%
515300,嘉实沪深300红利低波动ETF行情,指数型-股票,1.4306,1.4306,1.4413,1.4413,-0.0107,-0.74%,1.3880,2.98%
515310,添富沪深300ETF行情,指数型-股票,1.1234,1.1234,1.1330,1.1330,-0.0096,-0.85%,1.1150,0.75%
515320,华安中证电子50ETF行情,指数型-股票,0.7025,0.7025,0.7062,0.7062,-0.0037,-0.52%,0.6960,0.93%
515330,天弘沪深300ETF行情,指数型-股票,1.0776,1.0776,1.0870,1.0870,-0.0094,-0.86%,1.0680,0.89%
515350,民生加银沪深300ETF行情,指数型-股票,4.9724,1.2360,5.0140,1.2464,-0.0416,-0.83%,4.9300,0.85%
515360,方正富邦沪深300ETF行情,指数型-股票,5.1670,1.2753,5.2107,1.2861,-0.0437,-0.84%,5.1150,1.01%
515380,泰康沪深300ETF行情,指数型-股票,4.2845,1.0437,4.3213,1.0527,-0.0368,-0.85%,4.2470,0.88%
515390,华安沪深300ETF行情,指数型-股票,1.0898,1.0898,1.0990,1.0990,-0.0092,-0.84%,1.0820,0.72%
515400,富国中证大数据产业ETF行情,指数型-股票,0.9872,0.9872,0.9990,0.9990,-0.0118,-1.18%,0.9800,0.73%
515450,南方中国A股大盘红利低波50ETF行情,指数型-股票,1.4005,1.5105,1.4178,1.5278,-0.0173,-1.22%,1.3680,2.32%
515530,泰康中证500ETF行情,指数型-股票,3.2344,1.0107,3.2688,1.0214,-0.0344,-1.05%,3.2270,0.23%
515550,中融中证500ETF行情,指数型-股票,1.3183,1.3183,1.3319,1.3319,-0.0136,-1.02%,1.3000,1.39%
515560,建信中证全指证券公司ETF行情,指数型-股票,0.8942,0.8942,0.8842,0.8842,0.0100,1.13%,0.8670,3.04%
515570,山西中证红利ETF行情,指数型-股票,1.2019,1.2019,1.2082,1.2082,-0.0063,-0.52%,1.1940,0.66%
515580,华泰柏瑞中证科技100ETF行情,指数型-股票,0.7999,1.5998,0.8088,1.6176,-0.0089,-1.10%,0.8000,-0.01%
515590,前海开源中证500等权ETF行情,指数型-股票,1.4959,1.4959,1.5112,1.5112,-0.0153,-1.01%,1.4890,0.46%
515600,广发央企创新ETF行情,指数型-股票,1.4451,1.4451,1.4737,1.4737,-0.0286,-1.94%,1.4310,0.98%
515630,鹏华中证800证保ETF行情,指数型-股票,1.1400,1.1400,1.1389,1.1389,0.0011,0.10%,1.1080,2.81%
515650,富国中证消费50ETF行情,指数型-股票,1.1925,1.1925,1.1947,1.1947,-0.0022,-0.18%,1.1930,-0.04%
515660,国联安沪深300ETF行情,指数型-股票,4.5819,1.1834,4.6207,1.1934,-0.0388,-0.84%,4.5610,0.46%
515670,中银中证100ETF行情,指数型-股票,1.0110,1.0110,1.0212,1.0212,-0.0102,-1.00%,1.0080,0.30%
515680,嘉实中证央企创新驱动ETF行情,指数型-股票,1.4612,1.4612,1.4904,1.4904,-0.0292,-1.96%,1.4450,1.11%
515700,平安中证新能源汽车产业ETF行情,指数型-股票,1.9559,1.9559,1.9935,1.9935,-0.0376,-1.89%,2.0140,-2.97%
515710,华宝中证细分食品饮料主题ETF行情,指数型-股票,0.7582,0.7582,0.7577,0.7577,0.0005,0.07%,0.7530,0.69%
515750,富国中证科技50策略ETF行情,指数型-股票,1.3203,1.3203,1.3323,1.3323,-0.0120,-0.90%,1.3120,0.63%
515760,华夏中证浙江国资创新发展ETF行情,指数型-股票,1.1595,1.1595,1.1669,1.1669,-0.0074,-0.63%,1.1520,0.65%
515770,摩根MSCI中国A股ETF行情,指数型-股票,1.1672,1.1672,1.1756,1.1756,-0.0084,-0.71%,1.1600,0.62%
515780,浦银安盛MSCI中国A股ETF行情,指数型-股票,1.3415,1.3415,1.3522,1.3522,-0.0107,-0.79%,1.3310,0.78%
515790,华泰柏瑞中证光伏产业ETF行情,指数型-股票,1.2221,1.2221,1.2438,1.2438,-0.0217,-1.74%,1.2350,-1.06%
515800,添富中证800ETF行情,指数型-股票,1.1236,1.1236,1.1337,1.1337,-0.0101,-0.89%,1.1150,0.77%
515810,易方达中证800ETF行情,指数型-股票,1.2319,1.2319,1.2430,1.2430,-0.0111,-0.89%,1.2220,0.80%
515850,富国中证全指证券公司ETF行情,指数型-股票,1.1963,1.1963,1.1829,1.1829,0.0134,1.13%,1.1590,3.12%
515860,嘉实新兴科技100ETF行情,指数型-股票,1.1675,1.1675,1.1862,1.1862,-0.0187,-1.58%,1.1590,0.73%
515880,国泰中证全指通信设备ETF行情,指数型-股票,1.0223,1.0223,1.0326,1.0326,-0.0103,-1.00%,1.0100,1.20%
515890,博时红利ETF行情,指数型-股票,1.3931,1.5531,1.4046,1.5646,-0.0115,-0.82%,1.3650,2.02%
515900,博时央企创新驱动ETF行情,指数型-股票,1.4488,1.4488,1.4775,1.4775,-0.0287,-1.94%,1.4380,0.75%
515910,中金MSCI中国A股国际质量ETF行情,指数型-股票,0.6361,0.6361,0.6377,0.6377,-0.0016,-0.25%,0.6350,0.17%
515920,博时智能消费ETF行情,指数型-股票,0.7191,0.7191,0.7252,0.7252,-0.0061,-0.84%,0.7190,0.01%
515930,永赢沪深300ETF行情,指数型-股票,5.1062,1.3291,5.1471,1.3397,-0.0409,-0.79%,5.0600,0.90%
515950,富国中证医药50ETF行情,指数型-股票,1.2035,1.2035,1.2167,1.2167,-0.0132,-1.08%,1.2060,-0.21%
515960,嘉实医药健康100ETF行情,指数型-股票,0.8893,0.8893,0.9040,0.9040,-0.0147,-1.63%,0.8950,-0.64%
515980,华富中证人工智能产业ETF行情,指数型-股票,0.9662,0.9662,0.9699,0.9699,-0.0037,-0.38%,0.9570,0.95%
515990,添富中证国企一带一路ETF行情,指数型-股票,1.3057,1.3057,1.3184,1.3184,-0.0127,-0.96%,1.2930,0.97%
516000,华夏中证大数据产业ETF行情,指数型-股票,1.0486,1.0486,1.0613,1.0613,-0.0127,-1.20%,1.0430,0.53%
516010,国泰中证动漫游戏ETF行情,指数型-股票,1.4597,1.4597,1.5253,1.5253,-0.0656,-4.30%,1.4190,2.79%
516020,华宝化工ETF行情,指数型-股票,0.7118,0.7118,0.7194,0.7194,-0.0076,-1.06%,0.7200,-1.15%
516050,工银中证科技龙头ETF行情,指数型-股票,0.6503,0.6503,0.6519,0.6519,-0.0016,-0.25%,0.6450,0.82%
516060,工银瑞信中证创新药产业ETF行情,指数型-股票,0.6022,0.6022,0.6138,0.6138,-0.0116,-1.89%,0.6040,-0.30%
516070,易方达中证内地低碳经济ETF行情,指数型-股票,0.5386,1.0772,0.5465,1.0930,-0.0079,-1.45%,0.5460,-1.37%
516080,易方达中证创新药产业ETF行情,指数型-股票,0.6465,0.6465,0.6591,0.6591,-0.0126,-1.91%,0.6500,-0.54%
516090,易方达中证新能源ETF行情,指数型-股票,0.5380,1.0760,0.5478,1.0956,-0.0098,-1.79%,0.5500,-2.23%
516100,华夏中证金融科技主题ETF行情,指数型-股票,1.0047,1.0047,1.0085,1.0085,-0.0038,-0.38%,0.9960,0.87%
516110,国泰中证800汽车与零部件ETF行情,指数型-股票,0.9429,0.9429,0.9536,0.9536,-0.0107,-1.12%,0.9880,-4.78%
516120,富国中证细分化工产业主题ETF行情,指数型-股票,0.7194,0.7194,0.7270,0.7270,-0.0076,-1.05%,0.7280,-1.20%
516130,华宝中证消费龙头ETF行情,指数型-股票,0.7996,0.7996,0.8032,0.8032,-0.0036,-0.45%,0.8030,-0.43%
516150,嘉实中证稀土产业ETF行情,指数型-股票,1.1081,1.1081,1.1052,1.1052,0.0029,0.26%,1.1120,-0.35%
516160,南方中证新能源ETF行情,指数型-股票,0.8767,0.8767,0.8928,0.8928,-0.0161,-1.80%,0.8940,-1.97%
516180,平安中证光伏产业ETF行情,指数型-股票,1.0086,1.0086,1.0263,1.0263,-0.0177,-1.72%,1.0200,-1.13%
516190,华夏中证文娱传媒ETF行情,指数型-股票,1.2410,1.2410,1.2773,1.2773,-0.0363,-2.84%,1.2270,1.13%
516200,华安中证全指证券公司ETF行情,指数型-股票,0.9488,0.9488,0.9384,0.9384,0.0104,1.11%,0.9220,2.82%
516210,华安中证银行ETF行情,指数型-股票,0.9995,0.9995,1.0099,1.0099,-0.0104,-1.03%,0.9670,3.25%
516220,国泰中证细分化工产业主题ETF行情,指数型-股票,0.7476,0.7476,0.7554,0.7554,-0.0078,-1.03%,0.7580,-1.39%
516260,华夏中证物联网主题ETF行情,指数型-股票,0.7393,0.7393,0.7410,0.7410,-0.0017,-0.23%,0.7340,0.72%
516270,华安中证内地新能源主题ETF行情,指数型-股票,0.6676,0.6676,0.6801,0.6801,-0.0125,-1.84%,0.6820,-2.16%
516290,汇添富中证光伏产业ETF行情,指数型-股票,0.7548,0.7548,0.7682,0.7682,-0.0134,-1.74%,0.7630,-1.09%
516300,华泰柏瑞中证1000ETF行情,指数型-股票,1.0624,1.0624,1.0767,1.0767,-0.0143,-1.33%,1.0630,-0.06%
516310,易方达中证银行ETF行情,指数型-股票,0.9434,0.9434,0.9533,0.9533,-0.0099,-1.04%,0.9130,3.22%
516320,华夏中证装备产业ETF行情,指数型-股票,0.8652,0.8652,0.8803,0.8803,-0.0151,-1.72%,0.8700,-0.55%
516330,华泰柏瑞中证物联网主题ETF行情,指数型-股票,0.8949,0.8949,0.8969,0.8969,-0.0020,-0.22%,0.8880,0.77%
516350,易方达中证芯片产业ETF行情,指数型-股票,0.7215,0.7215,0.7339,0.7339,-0.0124,-1.69%,0.7110,1.46%
516360,华宝新材料ETF行情,指数型-股票,0.8961,0.8961,0.9096,0.9096,-0.0135,-1.48%,0.9090,-1.44%
516380,华宝智能电动汽车ETF行情,指数型-股票,0.7694,0.7694,0.7794,0.7794,-0.0100,-1.28%,0.7930,-3.07%
516390,汇添富中证新能源汽车产业ETF行情,指数型-股票,0.8036,0.8036,0.8191,0.8191,-0.0155,-1.89%,0.8320,-3.53%
516480,国联安中证新材料主题ETF行情,指数型-股票,0.7841,0.7841,0.7956,0.7956,-0.0115,-1.45%,0.7950,-1.39%
516500,华夏中证生物科技主题ETF行情,指数型-股票,0.7207,0.7207,0.7324,0.7324,-0.0117,-1.60%,0.7260,-0.74%
516510,易方达中证云计算ETF行情,指数型-股票,1.1410,1.1410,1.1481,1.1481,-0.0071,-0.62%,1.1240,1.49%
516520,华泰柏瑞中证智能汽车主题ETF行情,指数型-股票,0.8663,0.8663,0.8701,0.8701,-0.0038,-0.44%,0.8840,-2.04%
516530,银华中证现代物流ETF行情,指数型-股票,0.8896,0.8896,0.8910,0.8910,-0.0014,-0.16%,0.8850,0.52%
516550,嘉实中证大农业ETF行情,指数型-股票,0.7171,0.7171,0.7213,0.7213,-0.0042,-0.58%,0.7200,-0.40%
516560,华宝中证养老产业ETF行情,指数型-股票,0.8653,0.8653,0.8736,0.8736,-0.0083,-0.95%,0.8620,0.38%
516570,易方达中证石化产业ETF行情,指数型-股票,0.7854,0.7854,0.7960,0.7960,-0.0106,-1.33%,0.7890,-0.46%
516580,博时中证新能源ETF行情,指数型-股票,0.6768,0.6768,0.6890,0.6890,-0.0122,-1.77%,0.6880,-1.65%
516590,易方达中证智能电动汽车ETF行情,指数型-股票,0.9545,0.9545,0.9669,0.9669,-0.0124,-1.28%,0.9830,-2.99%
516600,工银瑞信中证消费服务领先ETF行情,指数型-股票,0.6545,0.6545,0.6610,0.6610,-0.0065,-0.98%,0.6480,0.99%
516610,大成中证全指医疗保健设备与服务ETF行情,指数型-股票,0.6389,0.6389,0.6462,0.6462,-0.0073,-1.13%,0.6450,-0.95%
516620,国泰中证影视主题ETF行情,指数型-股票,1.2006,1.2006,1.2095,1.2095,-0.0089,-0.74%,1.1970,0.30%
516630,华夏中证云计算ETF行情,指数型-股票,1.1286,1.1286,1.1357,1.1357,-0.0071,-0.63%,1.1120,1.47%
516640,富国中证芯片产业ETF行情,指数型-股票,0.6704,0.6704,0.6819,0.6819,-0.0115,-1.69%,0.6600,1.55%
516650,华夏细分有色金属产业主题ETF行情,指数型-股票,1.0325,1.0325,1.0509,1.0509,-0.0184,-1.75%,1.0370,-0.44%
516660,华安中证新能源汽车ETF行情,指数型-股票,0.9287,0.9287,0.9457,0.9457,-0.0170,-1.80%,0.9560,-2.94%
516670,招商中证畜牧养殖ETF行情,指数型-股票,0.7860,0.7860,0.7833,0.7833,0.0027,0.34%,0.7810,0.64%
516690,银华中证细分化工产业主题ETF行情,指数型-股票,0.6697,0.6697,0.6767,0.6767,-0.0070,-1.03%,0.6790,-1.39%
516700,华宝大数据ETF行情,指数型-股票,1.0431,1.0431,1.0555,1.0555,-0.0124,-1.17%,1.0350,0.78%
516710,华夏中证新材料主题ETF行情,指数型-股票,0.6466,0.6466,0.6567,0.6567,-0.0101,-1.54%,0.6550,-1.30%
516720,浦银安盛中证ESG120策略ETF行情,指数型-股票,0.8611,0.8611,0.8689,0.8689,-0.0078,-0.90%,0.8540,0.82%
516730,浦银安盛中证证券公司30ETF行情,指数型-股票,0.8857,0.8857,0.8753,0.8753,0.0104,1.19%,0.8590,3.01%
516750,富国中证全指建筑材料ETF行情,指数型-股票,0.8307,0.8307,0.8323,0.8323,-0.0016,-0.19%,0.8300,0.08%
516760,平安中证畜牧养殖ETF行情,指数型-股票,0.7703,0.7703,0.7676,0.7676,0.0027,0.35%,0.7660,0.56%
516770,华泰柏瑞中证动漫游戏ETF行情,指数型-股票,1.4724,1.4724,1.5381,1.5381,-0.0657,-4.27%,1.4400,2.20%
516780,华泰柏瑞中证稀土产业ETF行情,指数型-股票,1.0443,1.0443,1.0416,1.0416,0.0027,0.26%,1.0480,-0.35%
516790,华泰柏瑞中证医疗保健ETF行情,指数型-股票,0.7375,0.7375,0.7463,0.7463,-0.0088,-1.18%,0.7430,-0.75%
516800,华宝中证智能制造ETF行情,指数型-股票,0.9963,0.9963,1.0087,1.0087,-0.0124,-1.23%,0.9940,0.23%
516810,华夏中证农业主题ETF行情,指数型-股票,0.7881,0.7881,0.7879,0.7879,0.0002,0.03%,0.7870,0.14%
516820,平安医药及医疗器械创新ETF行情,指数型-股票,0.4533,0.4533,0.4611,0.4611,-0.0078,-1.69%,0.4570,-0.82%
516830,富国沪深300ESG基准ETF行情,指数型-股票,0.8015,0.8015,0.8084,0.8084,-0.0069,-0.85%,0.7960,0.69%
516850,华夏中证新能源ETF行情,指数型-股票,1.0432,1.0432,1.0624,1.0624,-0.0192,-1.81%,1.0610,-1.71%
516860,博时金融科技ETF行情,指数型-股票,1.0503,1.0503,1.0545,1.0545,-0.0042,-0.40%,1.0420,0.79%
516880,银华中证光伏产业ETF行情,指数型-股票,1.0109,1.0109,1.0288,1.0288,-0.0179,-1.74%,1.0210,-1.00%
516890,平安中证新材料主题ETF行情,指数型-股票,0.6759,0.6759,0.6861,0.6861,-0.0102,-1.49%,0.6830,-1.05%
516900,华安中证申万食品饮料ETF行情,指数型-股票,0.7880,0.7880,0.7879,0.7879,0.0001,0.01%,0.7860,0.25%
516910,富国中证现代物流ETF行情,指数型-股票,1.0312,1.0312,1.0328,1.0328,-0.0016,-0.15%,1.0210,0.99%
516920,汇添富中证芯片产业ETF行情,指数型-股票,0.6534,0.6534,0.6647,0.6647,-0.0113,-1.70%,0.6440,1.44%
516930,民生加银中证生物科技主题ETF行情,指数型-股票,0.5871,0.5871,0.5964,0.5964,-0.0093,-1.56%,0.5900,-0.49%
